original_filename,new_folder,new_filename
departments_database 29bb3416c76d80eb981fdc0f37a8680d_all.csv,Nivy Global (Master Brand & HQ)/Shared Departments/Finance & Accounting,departments_database 29bb3416c76d80eb981fdc0f37a8680d_all.csv
departments_database a35bce0797184d409d3707c047969f7a.md,Nivy Global (Master Brand & HQ)/Reports & Databases,departments_database (1).md
departments_database a35bce0797184d409d3707c047969f7a_all.csv,Nivy Global (Master Brand & HQ)/Shared Departments/Finance & Accounting,departments_database a35bce0797184d409d3707c047969f7a_all.csv
finance_database ff3fee8dd15e4e508346ec2193bff6ff.md,Nivy Global (Master Brand & HQ)/Reports & Databases,finance_database.md
finance_database ff3fee8dd15e4e508346ec2193bff6ff_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,finance_database ff3fee8dd15e4e508346ec2193bff6ff_all.csv
hr_database 4ad657fdecf7424bbcddcef4531f87f2.md,Nivy Global (Master Brand & HQ)/Reports & Databases,hr_database.md
hr_database 4ad657fdecf7424bbcddcef4531f87f2_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,hr_database 4ad657fdecf7424bbcddcef4531f87f2_all.csv
image.png,Miscellaneous & Uncategorized/Empty Template Stubs,image.png
investors_database 3b0c888d5a2e41c7a2f4303441777adb.md,Nivy Global (Master Brand & HQ)/Reports & Databases,investors_database.md
investors_database 3b0c888d5a2e41c7a2f4303441777adb_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,investors_database 3b0c888d5a2e41c7a2f4303441777adb_all.csv
knowledge_database 00208b54adaa4f919ab0f054e53979a4.md,Nivy Global (Master Brand & HQ)/Reports & Databases,knowledge_database.md
knowledge_database 00208b54adaa4f919ab0f054e53979a4_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,knowledge_database 00208b54adaa4f919ab0f054e53979a4_all.csv
legal_database 9a41d33c113e4b438d1aed530659ccee.md,Nivy Global (Master Brand & HQ)/Reports & Databases,legal_database.md
legal_database 9a41d33c113e4b438d1aed530659ccee_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,legal_database 9a41d33c113e4b438d1aed530659ccee_all.csv
marketing_database 23ebca60168043e6bcef407b2904ece2.md,Nivy Global (Master Brand & HQ)/Reports & Databases,marketing_database.md
marketing_database 23ebca60168043e6bcef407b2904ece2_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,marketing_database 23ebca60168043e6bcef407b2904ece2_all.csv
projects_database 29bb3416c76d809bb03ee7a6f2375fb8.md,Nivy Global (Master Brand & HQ)/Reports & Databases,projects_database.md
projects_database 29bb3416c76d809bb03ee7a6f2375fb8_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,projects_database 29bb3416c76d809bb03ee7a6f2375fb8_all.csv
projects_database 9c60978973534ab490c0af1555954dd9.md,Nivy Global (Master Brand & HQ)/Reports & Databases,projects_database (1).md
projects_database 9c60978973534ab490c0af1555954dd9_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,projects_database 9c60978973534ab490c0af1555954dd9_all.csv
reports_database 29bb3416c76d80c59d53e61bfe3eb16b.md,Nivy Global (Master Brand & HQ)/Reports & Databases,reports_database.md
reports_database 29bb3416c76d80c59d53e61bfe3eb16b_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,reports_database 29bb3416c76d80c59d53e61bfe3eb16b_all.csv
reports_database 334a8762117f4091870ce6bd138acefb.md,Nivy Global (Master Brand & HQ)/Reports & Databases,reports_database (1).md
reports_database 334a8762117f4091870ce6bd138acefb_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,reports_database 334a8762117f4091870ce6bd138acefb_all.csv
settings_database 140c6ffee96b47f8b4478849c1cd07b6.md,Nivy Global (Master Brand & HQ)/Reports & Databases,settings_database.md
settings_database 140c6ffee96b47f8b4478849c1cd07b6_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,settings_database 140c6ffee96b47f8b4478849c1cd07b6_all.csv
sng amr 007@gmail com 8f6b3416c76d829193b2016298d2e661.md,Miscellaneous & Uncategorized,sng amr 007@gmail com.md
sop_database 29bb3416c76d80b193edf449eb4ff961.md,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",sop_database.md
sop_database 29bb3416c76d80b193edf449eb4ff961_all.csv,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",sop_database 29bb3416c76d80b193edf449eb4ff961_all.csv
sop_database fb2040499fe44de6a219e4752f46b4a0.md,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",sop_database (1).md
sop_database fb2040499fe44de6a219e4752f46b4a0_all.csv,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",sop_database fb2040499fe44de6a219e4752f46b4a0_all.csv
sop_template 29bb3416c76d81ba8623c641d259b3a6.md,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",sop_template.md
sop_template 29bb3416c76d81e680aef5e75ff42169.md,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",sop_template (1).md
tasks_database f94c3106ee0a4504b4aba71891d066fe.md,Nivy Global (Master Brand & HQ)/Reports & Databases,tasks_database.md
tasks_database f94c3106ee0a4504b4aba71891d066fe_all.csv,Nivy Global (Master Brand & HQ)/Reports & Databases,tasks_database f94c3106ee0a4504b4aba71891d066fe_all.csv
tax and digital marketing sales funnel 2c4b3416c76d80c7ba5be2b125133002.md,Nivy Global (Master Brand & HQ)/Shared Departments/Finance & Accounting,tax and digital marketing sales funnel.md
templates_database 00ce491bcb654caaa9f570cae3f19eb7.md,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",templates_database.md
templates_database 00ce491bcb654caaa9f570cae3f19eb7_all.csv,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",templates_database 00ce491bcb654caaa9f570cae3f19eb7_all.csv
templates_database 29bb3416c76d80c2a652c31d5d8bc5f5.md,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",templates_database (1).md
templates_database 29bb3416c76d80c2a652c31d5d8bc5f5_all.csv,"Nivy Global (Master Brand & HQ)/SOPs, Templates & Documentation",templates_database 29bb3416c76d80c2a652c31d5d8bc5f5_all.csv
timezone 29bb3416c76d81fd83bde311ea7f6cab.md,Miscellaneous & Uncategorized/Empty Template Stubs,timezone.md
v1 0 Business Model 274b3416c76d8026be74d17de96aba95.md,Nivy Global (Master Brand & HQ)/Shared Departments/Finance & Accounting,v1 0 Business Model.md
